financial_year_ending,visa_group,visa_group_code,migration_type,region,persons,unit,source_tier,source_url,source_retrieved_at
2018,Permanent visa - Skill,11,NOM departures,Western Australia,1090,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Permanent visa - Special Eligibility and humanitarian,12,NOM departures,Western Australia,10,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Permanent visa - Total,9,NOM departures,Western Australia,2650,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Higher education sector,3,NOM departures,Western Australia,1880,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Other temporary visas,8,NOM departures,Western Australia,3250,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Student other,4,NOM departures,Western Australia,770,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Temporary work (skilled),5,NOM departures,Western Australia,2120,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Total,1,NOM departures,Western Australia,14490,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Visitor,6,NOM departures,Western Australia,2090,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Vocational Education and Training sector,2,NOM departures,Western Australia,1310,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Temporary visa - Working Holiday,7,NOM departures,Western Australia,3080,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2018,Total,16,NOM departures,Western Australia,32210,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM arrivals,Australia,78900,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM arrivals,Australia,30540,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM arrivals,Australia,4900,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM arrivals,Australia,24290,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM arrivals,Australia,7530,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM arrivals,Australia,38230,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM arrivals,Australia,15340,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM arrivals,Australia,85390,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM arrivals,Australia,111310,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM arrivals,Australia,13410,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM arrivals,Australia,30390,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM arrivals,Australia,32600,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM arrivals,Australia,350670,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM arrivals,Australia,91220,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM arrivals,Australia,22650,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM arrivals,Australia,49090,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM arrivals,Australia,550400,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM departures,Australia,85890,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM departures,Australia,22410,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM departures,Australia,10700,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM departures,Australia,5780,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM departures,Australia,8110,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM departures,Australia,7490,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM departures,Australia,170,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM departures,Australia,21540,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM departures,Australia,40930,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM departures,Australia,33040,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM departures,Australia,9540,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM departures,Australia,15660,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM departures,Australia,168530,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM departures,Australia,27310,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM departures,Australia,16980,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM departures,Australia,25080,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM departures,Australia,309060,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM arrivals,Australian Capital Territory,2400,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM arrivals,Australian Capital Territory,230,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM arrivals,Australian Capital Territory,230,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM arrivals,Australian Capital Territory,370,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM arrivals,Australian Capital Territory,100,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM arrivals,Australian Capital Territory,590,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM arrivals,Australian Capital Territory,210,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM arrivals,Australian Capital Territory,1270,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM arrivals,Australian Capital Territory,2420,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM arrivals,Australian Capital Territory,410,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM arrivals,Australian Capital Territory,700,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM arrivals,Australian Capital Territory,480,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM arrivals,Australian Capital Territory,5820,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM arrivals,Australian Capital Territory,1350,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM arrivals,Australian Capital Territory,210,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM arrivals,Australian Capital Territory,260,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM arrivals,Australian Capital Territory,9950,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM departures,Australian Capital Territory,2520,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM departures,Australian Capital Territory,190,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM departures,Australian Capital Territory,250,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM departures,Australian Capital Territory,110,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM departures,Australian Capital Territory,130,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM departures,Australian Capital Territory,110,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM departures,Australian Capital Territory,0,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM departures,Australian Capital Territory,340,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM departures,Australian Capital Territory,1750,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM departures,Australian Capital Territory,750,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM departures,Australian Capital Territory,520,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM departures,Australian Capital Territory,180,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM departures,Australian Capital Territory,3840,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM departures,Australian Capital Territory,410,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM departures,Australian Capital Territory,110,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM departures,Australian Capital Territory,130,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM departures,Australian Capital Territory,7140,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM arrivals,New South Wales,27080,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM arrivals,New South Wales,7130,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM arrivals,New South Wales,940,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM arrivals,New South Wales,8830,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM arrivals,New South Wales,2670,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM arrivals,New South Wales,13000,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM arrivals,New South Wales,6250,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM arrivals,New South Wales,30750,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM arrivals,New South Wales,37440,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM arrivals,New South Wales,4420,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM arrivals,New South Wales,10600,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM arrivals,New South Wales,13780,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM arrivals,New South Wales,128380,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM arrivals,New South Wales,33820,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM arrivals,New South Wales,10630,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM arrivals,New South Wales,17700,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM arrivals,New South Wales,194270,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM departures,New South Wales,30350,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM departures,New South Wales,5450,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM departures,New South Wales,2600,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Family,10,NOM departures,New South Wales,2190,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Other permanent visas,15,NOM departures,New South Wales,2950,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Skill,11,NOM departures,New South Wales,2680,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Special Eligibility and humanitarian,12,NOM departures,New South Wales,70,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Permanent visa - Total,9,NOM departures,New South Wales,7890,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Higher education sector,3,NOM departures,New South Wales,15290,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Other temporary visas,8,NOM departures,New South Wales,11730,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Student other,4,NOM departures,New South Wales,2750,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Temporary work (skilled),5,NOM departures,New South Wales,7200,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Total,1,NOM departures,New South Wales,63440,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Visitor,6,NOM departures,New South Wales,10320,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Vocational Education and Training sector,2,NOM departures,New South Wales,7710,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Temporary visa - Working Holiday,7,NOM departures,New South Wales,8450,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Total,16,NOM departures,New South Wales,109720,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Australian Citizen,14,NOM arrivals,Northern Territory,600,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,New Zealand Citizen (subclass 444),13,NOM arrivals,Northern Territory,270,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
2019,Other Visas,17,NOM arrivals,Northern Territory,880,Persons,primary,"https://data.api.abs.gov.au/rest/data/ABS,ABS_NOM_VISA_FY,1.0.0/all?startPeriod=2015&format=csv",2026-08-25T07:40:28.773Z
