period,data_item,data_item_code,measure,measure_code,seasonal_adjustment,value,unit,source_tier,source_url,source_retrieved_at
2018-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,3.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,23830,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23794,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,24620,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,3.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2018-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,602883,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,578292,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures,M1,Trend,602070,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Trend,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-6.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Trend,23850,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23883,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22893,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Trend,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,604726,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,608265,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23872,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,24014,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,4.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,608257,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,608615,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,0.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23913,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,23930,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-0.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,611850,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,633631,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,4.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23967,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,24833,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2019-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,3.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,610510,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,586887,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-0.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-7.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23844,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22905,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-0.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-7.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,569344,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,570829,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-6.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-2.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22200,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22259,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-6.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-2.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,589128,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,587893,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,22984,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,22939,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,3.1,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,609184,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,632120,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,7.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23760,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,24667,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2020-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,7.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,622355,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,598244,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,2.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-5.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,24283,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,23325,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,2.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q1,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-5.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,627461,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,Gross domestic product,GPM,Chain volume measures,M1,Original,629871,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,5.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,24431,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,24527,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q2,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,5.2,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,616714,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,Gross domestic product,GPM,Chain volume measures,M1,Original,614467,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-1.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,-2.4,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,23993,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,23909,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,-1.8,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q3,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,-2.5,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,639091,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,Gross domestic product,GPM,Chain volume measures,M1,Original,663254,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.6,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Original,7.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Seasonally Adjusted,24788,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,GDP per capita,GPM_PCA,Chain volume measures,M1,Original,25739,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,3.3,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2021-Q4,GDP per capita,GPM_PCA,Chain volume measures - Percentage changes,M2,Original,7.7,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2022-Q1,Gross domestic product,GPM,Chain volume measures,M1,Seasonally Adjusted,645027,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2022-Q1,Gross domestic product,GPM,Chain volume measures,M1,Original,619851,Australian Dollars,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
2022-Q1,Gross domestic product,GPM,Chain volume measures - Percentage changes,M2,Seasonally Adjusted,0.9,Percent,primary,"https://data.api.abs.gov.au/rest/data/ABS,ANA_AGG,1.0.0/all?startPeriod=2000&format=csv",2026-08-25T13:07:06.254Z
