year,country_iso3,country_name,country_role,indicator,indicator_code,value,measure_note,source_tier,source_url,source_retrieved_at
2006,IND,India,origin,net_migration,SM.POP.NETM,-342177,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,IND,India,origin,net_migration,SM.POP.NETM,-1037200,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,IND,India,origin,net_migration,SM.POP.NETM,-1020047,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,IND,India,origin,net_migration,SM.POP.NETM,-312905,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,IND,India,origin,net_migration,SM.POP.NETM,-50905,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,IND,India,origin,net_migration,SM.POP.NETM,-247017,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,IND,India,origin,net_migration,SM.POP.NETM,-198935,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,IND,India,origin,net_migration,SM.POP.NETM,-151372,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,IND,India,origin,net_migration,SM.POP.NETM,-227263,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,IND,India,origin,net_migration,SM.POP.NETM,-655085,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,IND,India,origin,net_migration,SM.POP.NETM,81248,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,IND,India,origin,net_migration,SM.POP.NETM,-251642,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,IND,India,origin,net_migration,SM.POP.NETM,-589794,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,IND,India,origin,net_migration,SM.POP.NETM,-978969,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,IND,India,origin,net_migration,SM.POP.NETM,-73806,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,IND,India,origin,net_migration,SM.POP.NETM,-348916,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,IND,India,origin,net_migration,SM.POP.NETM,-1353478,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,IND,India,origin,net_migration,SM.POP.NETM,-979179,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,IND,India,origin,net_migration,SM.POP.NETM,-630830,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IND/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-220258,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-92435,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,98009,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,218171,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,191988,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,300133,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,291692,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-668962,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,700222,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,739996,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,765873,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,640932,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-24950,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-12184,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,211,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-12849,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-65924,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-57823,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-47322,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-56042,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-46239,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,66630,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,34849,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-27946,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-32794,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,-180680,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,334967,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,403190,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,262044,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,IRN,"Iran, Islamic Rep.",origin,net_migration,SM.POP.NETM,190156,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,IRQ,Iraq,origin,net_migration,SM.POP.NETM,40424,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,IRQ,Iraq,origin,net_migration,SM.POP.NETM,14652,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,IRQ,Iraq,origin,net_migration,SM.POP.NETM,15429,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,IRQ,Iraq,origin,net_migration,SM.POP.NETM,48446,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,IRQ,Iraq,origin,net_migration,SM.POP.NETM,69491,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,IRQ,Iraq,origin,net_migration,SM.POP.NETM,87624,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,IRQ,Iraq,origin,net_migration,SM.POP.NETM,14451,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,IRQ,Iraq,origin,net_migration,SM.POP.NETM,133839,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-27236,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,IRQ,Iraq,origin,net_migration,SM.POP.NETM,69948,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,IRQ,Iraq,origin,net_migration,SM.POP.NETM,51019,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-1206850,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-824428,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,IRQ,Iraq,origin,net_migration,SM.POP.NETM,396792,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,IRQ,Iraq,origin,net_migration,SM.POP.NETM,120092,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,IRQ,Iraq,origin,net_migration,SM.POP.NETM,92779,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,IRQ,Iraq,origin,net_migration,SM.POP.NETM,261880,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,IRQ,Iraq,origin,net_migration,SM.POP.NETM,753907,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,IRQ,Iraq,origin,net_migration,SM.POP.NETM,474379,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-5033,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-22338,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-113980,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-21998,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,IRQ,Iraq,origin,net_migration,SM.POP.NETM,15775,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-43919,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,IRQ,Iraq,origin,net_migration,SM.POP.NETM,29858,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2021,IRQ,Iraq,origin,net_migration,SM.POP.NETM,17474,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2022,IRQ,Iraq,origin,net_migration,SM.POP.NETM,76821,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2023,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-5710,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2024,IRQ,Iraq,origin,net_migration,SM.POP.NETM,-17735,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/IRQ/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1995,KEN,Kenya,origin,net_migration,SM.POP.NETM,-75506,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1996,KEN,Kenya,origin,net_migration,SM.POP.NETM,-79276,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1997,KEN,Kenya,origin,net_migration,SM.POP.NETM,-80443,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1998,KEN,Kenya,origin,net_migration,SM.POP.NETM,-70023,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
1999,KEN,Kenya,origin,net_migration,SM.POP.NETM,-13257,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2000,KEN,Kenya,origin,net_migration,SM.POP.NETM,5407,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2001,KEN,Kenya,origin,net_migration,SM.POP.NETM,55052,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2002,KEN,Kenya,origin,net_migration,SM.POP.NETM,10431,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2003,KEN,Kenya,origin,net_migration,SM.POP.NETM,24175,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2004,KEN,Kenya,origin,net_migration,SM.POP.NETM,31525,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2005,KEN,Kenya,origin,net_migration,SM.POP.NETM,5501,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2006,KEN,Kenya,origin,net_migration,SM.POP.NETM,15767,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2007,KEN,Kenya,origin,net_migration,SM.POP.NETM,-11495,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2008,KEN,Kenya,origin,net_migration,SM.POP.NETM,29612,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2009,KEN,Kenya,origin,net_migration,SM.POP.NETM,7096,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2010,KEN,Kenya,origin,net_migration,SM.POP.NETM,-21069,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2011,KEN,Kenya,origin,net_migration,SM.POP.NETM,-44795,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2012,KEN,Kenya,origin,net_migration,SM.POP.NETM,-42928,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2013,KEN,Kenya,origin,net_migration,SM.POP.NETM,-57634,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2014,KEN,Kenya,origin,net_migration,SM.POP.NETM,-72415,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2015,KEN,Kenya,origin,net_migration,SM.POP.NETM,-95977,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2016,KEN,Kenya,origin,net_migration,SM.POP.NETM,-29728,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2017,KEN,Kenya,origin,net_migration,SM.POP.NETM,-68702,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2018,KEN,Kenya,origin,net_migration,SM.POP.NETM,-115436,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2019,KEN,Kenya,origin,net_migration,SM.POP.NETM,-61949,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
2020,KEN,Kenya,origin,net_migration,SM.POP.NETM,-17111,"Net migration (arrivals minus departures), UN Population Division estimate",primary,https://api.worldbank.org/v2/country/KEN/indicator/SM.POP.NETM?format=json&date=1995:2024&per_page=200,2026-08-26T10:40:56.796Z
